alert_id,timestamp,source_ip,destination_ip,label,severity,mitre_tactic,mitre_technique,mitre_conf,shap_feat_1,shap_val_1,shap_feat_2,shap_val_2,shap_feat_3,shap_val_3,shap_feat_4,shap_val_4,shap_feat_5,shap_val_5
595,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,60.0,Fwd IAT Total,-0.1091,Flow IAT Mean,-0.0934,Fwd IAT Mean,-0.0888,Total Length of Bwd Packets,0.0832,Flow IAT Std,0.0764
596,2026-07-27 10:00:00,172.16.0.24,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,0.9659,Destination Port,-0.5799,Flow Duration,0.418,Bwd Packet Length Std,0.4079,Fwd Packet Length Std,0.3608
597,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,1.5432,Total Length of Fwd Packets,-0.7348,Flow IAT Min,-0.6381,Destination Port,0.5763,Fwd IAT Mean,-0.5586
598,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,60.0,Bwd Packet Length Max,0.1341,Flow Bytes/s,0.1056,Destination Port,-0.0856,Bwd Packet Length Mean,-0.0769,Total Length of Bwd Packets,0.0752
599,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,60.0,Fwd Packet Length Std,-0.1107,Total Backward Packets,0.1034,Fwd Packet Length Max,-0.0782,Fwd Packet Length Mean,0.0722,Bwd Packet Length Mean,0.0555
600,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.6017,Flow Packets/s,-0.7523,Total Length of Bwd Packets,-0.4422,Fwd IAT Total,0.4404,Total Fwd Packets,-0.3538
601,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,2.6815,Flow IAT Std,-0.7257,Total Length of Bwd Packets,-0.6153,Flow IAT Min,-0.604,Destination Port,-0.4839
602,2026-07-27 10:00:00,172.16.0.67,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,7.231,Fwd Packet Length Max,1.8964,Fwd Packet Length Std,-1.1611,Fwd Packet Length Min,-0.9141,Bwd Packet Length Min,-0.7244
603,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,3.0131,Flow Bytes/s,-1.063,Flow IAT Max,-0.6017,Fwd Packet Length Min,-0.5529,Fwd Packet Length Std,-0.3881
604,2026-07-27 10:00:00,172.16.0.5,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,3.7452,Fwd Packet Length Max,1.3171,Flow Bytes/s,-1.2217,Destination Port,0.8498,Fwd Packet Length Mean,-0.8474
605,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,56.00000000000001,Total Length of Fwd Packets,0.1371,Destination Port,-0.1015,Fwd Packet Length Std,-0.0967,Flow IAT Max,0.0747,Bwd Packet Length Min,-0.0719
606,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,2.2837,Destination Port,-1.1513,Bwd Packet Length Max,-0.7003,Bwd Packet Length Min,0.5126,Flow IAT Mean,0.4239
607,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,5.6352,Bwd Packet Length Max,5.2348,Flow IAT Std,-1.0164,Destination Port,-0.9823,Fwd Packet Length Max,-0.9363
608,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,1.8125,Destination Port,-0.9296,Fwd Packet Length Min,-0.7461,Flow IAT Mean,0.73,Fwd Packet Length Mean,0.6446
609,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,2.0764,Flow IAT Std,-0.5954,Fwd Packet Length Max,-0.5071,Fwd Packet Length Mean,-0.4586,Bwd Packet Length Min,0.4155
610,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,2.8217,Fwd Packet Length Max,-0.9851,Flow IAT Std,-0.4817,Flow Bytes/s,-0.4601,Fwd IAT Mean,-0.4582
611,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Fwd IAT Total,6.0494,Flow Duration,3.8831,Flow Bytes/s,3.2705,Fwd Packet Length Min,-1.0493,Flow Packets/s,-1.0452
612,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,3.1194,Flow IAT Mean,1.3624,Total Length of Fwd Packets,-0.782,Total Length of Bwd Packets,-0.715,Flow Bytes/s,-0.6793
613,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,3.3466,Flow Bytes/s,-0.9001,Flow IAT Mean,0.8112,Fwd Packet Length Max,-0.7388,Total Length of Bwd Packets,-0.6707
614,2026-07-27 10:00:00,172.16.0.56,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,0.9071,Destination Port,-0.5301,Fwd Packet Length Mean,0.3994,Fwd Packet Length Min,-0.3822,Fwd IAT Total,-0.2993
615,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,5.5388,Bwd Packet Length Max,4.2047,Total Backward Packets,-0.9279,Total Length of Fwd Packets,-0.8944,Flow IAT Std,-0.8545
616,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Flow Duration,6.495,Fwd IAT Total,5.9725,Total Length of Fwd Packets,-1.4098,Flow IAT Std,-1.2069,Flow IAT Min,-0.9979
617,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.071,Bwd Packet Length Max,-0.7564,Bwd Packet Length Min,-0.6591,Fwd Packet Length Min,-0.6042,Flow IAT Min,0.4986
618,2026-07-27 10:00:00,172.16.0.52,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Destination Port,198.5306,Flow Duration,-9.9266,Flow Bytes/s,-9.7775,Fwd IAT Total,-9.4799,Fwd Packet Length Std,-9.3339
619,2026-07-27 10:00:00,172.16.0.4,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,4.8174,Fwd Packet Length Max,2.3316,Flow Bytes/s,-0.9653,Bwd Packet Length Std,-0.8178,Destination Port,0.7617
620,2026-07-27 10:00:00,172.16.0.14,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Fwd Packet Length Std,0.6756,Total Backward Packets,0.5615,Destination Port,-0.5504,Fwd IAT Total,-0.5174,Total Length of Bwd Packets,-0.3896
621,2026-07-27 10:00:00,172.16.0.35,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,6.405,Fwd Packet Length Max,1.9955,Flow Bytes/s,-0.9699,Flow IAT Std,-0.8611,Fwd Packet Length Mean,-0.8405
622,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,6.4642,Bwd Packet Length Max,1.7748,Bwd Packet Length Std,-0.9246,Fwd Packet Length Mean,-0.8005,Total Fwd Packets,-0.6631
623,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,52.0,Flow Packets/s,0.1253,Flow IAT Mean,-0.0905,Total Fwd Packets,-0.0801,Bwd Packet Length Min,-0.0724,Flow IAT Min,-0.0711
624,2026-07-27 10:00:00,172.16.0.34,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,1.2132,Destination Port,-0.4476,Bwd Packet Length Std,-0.36,Fwd Packet Length Std,-0.3393,Flow Duration,-0.3
625,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,2.9822,Flow Packets/s,-0.926,Bwd Packet Length Std,-0.7324,Fwd Packet Length Std,-0.4712,Total Length of Bwd Packets,0.4651
626,2026-07-27 10:00:00,172.16.0.87,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,0.6554,Destination Port,-0.5163,Bwd Packet Length Mean,-0.3932,Total Length of Fwd Packets,0.3369,Fwd Packet Length Max,-0.2876
627,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Fwd IAT Total,4.9043,Flow Duration,4.6054,Bwd Packet Length Max,-1.3894,Flow Bytes/s,1.3104,Fwd Packet Length Min,-1.0062
628,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Fwd IAT Total,5.6839,Flow Duration,3.6008,Flow Bytes/s,2.3427,Destination Port,-1.2082,Bwd Packet Length Min,-1.0448
629,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,1.9871,Bwd Packet Length Std,-0.6621,Flow IAT Std,0.4569,Fwd Packet Length Std,0.4084,Fwd IAT Mean,-0.3948
630,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.9842,Flow IAT Min,-0.6527,Fwd Packet Length Mean,-0.5128,Fwd IAT Total,-0.4829,Flow IAT Mean,0.4794
631,2026-07-27 10:00:00,172.16.0.76,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Destination Port,10.2644,Flow Packets/s,2.737,Flow Duration,-1.034,Fwd IAT Mean,-0.986,Flow IAT Std,-0.7991
632,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,3.1313,Destination Port,-0.8246,Flow IAT Mean,0.8028,Fwd Packet Length Max,-0.6134,Total Length of Fwd Packets,-0.6066
633,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,3.5377,Flow IAT Min,-1.058,Fwd Packet Length Mean,-0.7065,Flow IAT Mean,0.6995,Destination Port,-0.6873
634,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,1.8458,Flow IAT Min,-0.7295,Total Fwd Packets,-0.6305,Flow IAT Mean,0.6208,Fwd Packet Length Mean,-0.579
635,2026-07-27 10:00:00,172.16.0.16,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Flow Packets/s,2.115,Destination Port,1.2789,Flow Duration,-0.6673,Bwd Packet Length Std,-0.4365,Flow IAT Min,-0.3594
636,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Fwd IAT Total,5.7925,Flow Duration,5.1432,Bwd Packet Length Min,-1.0515,Total Fwd Packets,-0.8935,Flow Bytes/s,0.8272
637,2026-07-27 10:00:00,172.16.0.57,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Flow Packets/s,2.2112,Flow Duration,-0.6048,Bwd Packet Length Min,-0.5417,Total Fwd Packets,-0.4187,Flow IAT Mean,0.4007
638,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,2.8464,Bwd Packet Length Min,-0.6319,Flow Bytes/s,-0.5257,Flow IAT Mean,0.4682,Flow Packets/s,-0.456
639,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.0414,Fwd Packet Length Mean,0.5509,Fwd IAT Total,-0.5463,Flow Bytes/s,-0.5373,Fwd Packet Length Max,-0.4789
640,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Fwd IAT Total,5.8715,Flow Duration,5.2352,Total Fwd Packets,-1.1491,Flow IAT Std,-1.0671,Fwd IAT Mean,-1.0469
641,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,60.0,Flow IAT Std,0.1398,Destination Port,-0.1052,Fwd Packet Length Max,-0.1015,Fwd IAT Total,-0.0935,Bwd Packet Length Max,0.089
642,2026-07-27 10:00:00,172.16.0.66,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,4.8438,Fwd Packet Length Max,3.6147,Flow Duration,-0.9208,Fwd Packet Length Min,-0.7204,Total Backward Packets,-0.6855
643,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.2465,Fwd IAT Mean,-1.0372,Flow IAT Max,-0.531,Destination Port,-0.5229,Flow IAT Mean,0.4823
644,2026-07-27 10:00:00,172.16.0.96,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,4.8641,Fwd Packet Length Max,2.0419,Fwd IAT Total,-1.1107,Fwd Packet Length Min,-0.9685,Destination Port,0.7137
645,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,2.3043,Total Length of Bwd Packets,-0.9159,Flow Bytes/s,-0.9045,Flow IAT Mean,0.8905,Flow IAT Max,-0.6028
646,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.848,Total Fwd Packets,-0.5951,Flow Bytes/s,-0.5845,Fwd Packet Length Max,-0.5377,Flow IAT Std,0.5208
647,2026-07-27 10:00:00,172.16.0.8,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,1.231,Flow Duration,0.6094,Destination Port,-0.5797,Fwd Packet Length Mean,-0.4868,Total Length of Fwd Packets,-0.4738
648,2026-07-27 10:00:00,172.16.0.74,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,1.0228,Flow IAT Max,-0.5052,Fwd Packet Length Max,-0.4567,Destination Port,-0.4281,Bwd Packet Length Std,-0.3883
649,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.4342,Fwd IAT Mean,-0.7032,Bwd Packet Length Max,-0.6885,Total Length of Fwd Packets,-0.6806,Fwd Packet Length Min,0.4055
650,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,1.5718,Total Length of Fwd Packets,0.6589,Bwd Packet Length Std,-0.5519,Destination Port,-0.503,Flow IAT Min,-0.3442
651,2026-07-27 10:00:00,172.16.0.91,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,0.7499,Destination Port,-0.5368,Fwd Packet Length Std,-0.4157,Flow IAT Max,-0.3371,Bwd Packet Length Max,-0.3052
652,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,7.169,Bwd Packet Length Max,5.4405,Total Fwd Packets,-1.2851,Flow Packets/s,-1.0529,Flow IAT Mean,-0.9764
653,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,7.6405,Bwd Packet Length Max,3.2723,Total Backward Packets,-0.9399,Fwd Packet Length Std,-0.891,Fwd IAT Mean,-0.877
654,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,60.0,Destination Port,-0.1697,Flow IAT Min,0.0963,Total Length of Fwd Packets,-0.0955,Bwd Packet Length Min,0.0671,Bwd Packet Length Mean,0.0669
655,2026-07-27 10:00:00,172.16.0.40,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,4.1329,Fwd Packet Length Max,2.0789,Fwd IAT Total,-1.1151,Destination Port,0.7132,Fwd Packet Length Min,-0.5535
656,2026-07-27 10:00:00,172.16.0.37,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,1.0081,Destination Port,-0.6074,Fwd Packet Length Std,0.504,Flow Duration,0.2917,Bwd Packet Length Min,-0.2701
657,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.9925,Fwd IAT Mean,0.6861,Fwd Packet Length Mean,-0.6787,Flow IAT Mean,0.6456,Total Fwd Packets,-0.5995
658,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,2.7873,Flow IAT Max,-0.4302,Flow Packets/s,-0.4167,Total Length of Fwd Packets,-0.3964,Flow IAT Std,-0.3567
659,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,1.418,Destination Port,-0.6524,Fwd Packet Length Min,-0.5082,Bwd Packet Length Std,-0.4616,Total Length of Fwd Packets,0.4094
660,2026-07-27 10:00:00,172.16.0.79,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Destination Port,10.1591,Flow Packets/s,1.9853,Flow Duration,-1.1322,Bwd Packet Length Min,-0.8144,Flow IAT Min,-0.7659
661,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,6.2293,Bwd Packet Length Max,2.4325,Flow Packets/s,-0.9683,Fwd IAT Mean,-0.8195,Flow Bytes/s,-0.7941
